Name,Tags,Server end time,File name,Duration,User Name,n_rnn_layers,Epochs,rnn_dim,n_cnn_layers,n_feats,Batch size,Learning Rate,train_curr_step,imag
128_arranged_bce_dp0.2__wav2vasr_hubert_base_us4k_hk1k_1_0818,,1724050225137,main.py,82957,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
128_arranged_bce_test2_w2v_asr-hubert-base_us4k_hmsi_loss_adjust_hktest_0.001,,1724026904971,main.py,57981,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_HK1K_1_domain_loss_change_0818_bcweight,,1724014129132,main.py,46781,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
128_arranged_bce_dp0.2__wav2vasr_hubert_base_us4k_hk1k_0.01_0817,,1723944200305,main.py,82187,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_HK1K_0.1_domain_loss_change_0816_bcweight,,1723908759844,main.py,46879,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_loss_adjust_hktest_0.001,,1723901948794,main.py,112019,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_HK1K_0.01_domain_loss_change_0816_bcweight,,1723836786291,main.py,46621,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.2__wav2vasr_hubert_base_us4k_hk1k_0.1_0814,,1723802619143,main.py,81889,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
/home/gengna/dann_ssl_arranged/dann_ssl_fused_bce/dann_ssl_fused_bce_dp0.1/models/dp0.1_w2v2base_us4k_HK1K_hk1k_0814_0.001.pth,,1723789389666,model_evaluation.py,75,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_test2_w2v2base_hubert_base_l4_hk1k_0.1,,1723789207431,model_evaluation.py,98,gena0324,4,50,768,4,128,2,1.0E-5,,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_HK1K_0.001_domain_loss_change_0813_bcweight,,1723767247805,main.py,46510,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.2__wav2vasr_hubert_base_us4k_hk1k_0.1_0814,,1723673289081,main.py,59991,gena0324,4,50,768,4,128,2,1.0E-5,75277,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_HK1K_0.001_domain_loss_change_0813_bcweight,,1723643881518,main.py,46755,gena0324,4,50,768,4,128,2,1.0E-5,1999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_loss_adjust_hktest_1,,1723632611905,main.py,120552,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
128_test2_w2v2base_hubert_base_l4_hk1k_0.1,,1723613184636,model_evaluation.py,113,gena0324,4,50,768,4,128,2,1.0E-5,,0.0
128_arranged_bce_dp0.2_hubert_base__wav2vasr_us4k_hk1k_0.001_0813,,1723608711884,main.py,82194,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1723597028539,model_evaluation.py,69,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_dp0.1_w2v_base_us4k_HK1K_0.01_domain_loss_change_0813_bcweight,,1723557944557,main.py,46811,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_test2_w2v2base_hubert_base_l4_hk1k_0.1,,1723524979954,model_evaluation.py,99,gena0324,4,50,768,4,128,2,1.0E-5,,0.0
130_arranged_bce_dp0.1_hubert_base__wav2vasr_us4k_hk1k_0.01_0012,,1723522078242,main.py,81828,gena0324,4,50,768,4,128,2,1.0E-5,15947,0.0
128_test2_w2v2base_hubert_base_l4_hk1k_0.1,,1723511909560,model_evaluation.py,58,gena0324,4,50,768,4,128,2,1.0E-5,,0.0
128_test2_w2v2base_hubert_base_l4_hk1k_0.1,,1723511782375,model_evaluation.py,73,gena0324,4,50,768,4,128,2,1.0E-5,,0.0
128_test2_w2v2base_hubert_base_l4_hk1k_0.1,,1723511586149,model_evaluation.py,75,gena0324,4,50,768,4,128,2,1.0E-5,,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1723510975826,model_evaluation.py,64,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_loss_adjust_hktest_0.0005,,1723487954954,main.py,120508,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_l4_0.00001_domain_loss_change_0811_bcweight,,1723487230273,main.py,69887,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1723436816971,model_evaluation.py,51,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1723436722252,model_evaluation.py,64,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1723436630418,model_evaluation.py,65,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1723436500958,model_evaluation.py,68,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1723436399644,model_evaluation.py,64,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1723436299959,model_evaluation.py,63,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_dp0.1_w2v_base_us4k_l4_0.00005_domain_loss_change_0811_bcweight,,1723408204890,main.py,69211,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_loss_adjust_hktest_0.0001,,1723366084208,main.py,119329,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_l4_0.0005_domain_loss_change_0810_bcweight,,1723316282130,main.py,69611,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_l4_0.0001_domain_loss_change_0809_bcweight,,1723236780634,main.py,70478,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_l4_0.01_domain_loss_change_0806_bcweight,,1723145155143,main.py,69247,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_loss_adjust_hktest_0.01,,1723107716572,main.py,119763,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_l4_0.001_domain_loss_change_0806_bcweight,,1723002441664,main.py,69567,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_loss_adjust_hktest_0.001,,1722987897368,main.py,73297,gena0324,4,50,768,4,128,2,1.0E-5,63059,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.002_domain_loss_change_0801_weightadjust,,1722888019321,main.py,68350,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_BCE_hktest_0.0005,,1722842146163,main.py,117781,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.003_domain_loss_change_0801_weightadjust,,1722793469614,main.py,69214,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_BCE_hktest_0,,1722714885431,main.py,119576,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.005_domain_loss_change_0801_weightadjust,,1722709520586,main.py,69242,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.0001_domain_loss_change_0801_weightadjust,,1722629527710,main.py,69472,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_BCE_hktest_2,,1722583390310,main.py,119439,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.0005_domain_loss_change_0801_weightadjust,,1722533355317,main.py,69475,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.005_domain_loss_change_0728_weightadjust,,1722365304937,main.py,68562,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_BCE_hktest_1,,1722359510958,main.py,119271,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_1_domain_loss_change_0728_weightadjust,,1722280872450,main.py,68379,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_BCE_hktest_0.01,,1722235597048,main.py,118704,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.1_domain_loss_change_0726_weightadjust,,1722185071326,main.py,68294,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_BCE_hktest_0.01,,1722116322036,main.py,119704,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.001_domain_loss_change_0726_weightadjust,,1722104890059,main.py,68548,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.001_domain_loss_change_0726_weightadjust,,1722031635820,main.py,69045,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_BCE_hktest_0.1,,1721995402162,main.py,119968,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1721956291872,model_evaluation.py,78,gena0324,4,50,768,4,128,2,1.0E-5,,0
128_arranged_bce_dp0.1_w2v_base_us4k_newl4_hk1k_0.01_domain_loss_change_0725_weightadjust,,1721951197274,main.py,70801,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_test2_w2v2base_hubert_base_l4_hk1k_0.1,,1721875378744,model_evaluation.py,143,gena0324,4,50,768,4,128,2,1.0E-5,,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_3_domain_loss_change_0724_weightadjust,,1721847230319,main.py,67362,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
128_arranged_bce_test2_w2v_base-hubert-base_us4k_hmsi_BCE_hktest_0.001,,1721810353262,main.py,114330,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
128_arranged_bce_dp0.1_w2v_base_us4k_hk1k_2_domain_loss_change_0723_weightadjust,,1721808832722,main.py,66,gena0324,4,50,768,4,128,2,1.0E-5,,0
